,vignette,recipient,source,duration,place,type
645,your employer acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at the mall,your employer,from geo-tagged posts from social media,a year,the mall,location2
646,your employer acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at the mall,your employer,from geo-tagged posts from social media,about six months,the mall,location2
647,your employer acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at the mall,your employer,from geo-tagged posts from social media,a month,the mall,location2
648,your employer acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at the mall,your employer,from geo-tagged posts from social media,a few days,the mall,location2
649,your employer acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at the mall,your employer,from geo-tagged posts from social media,a few minutes,the mall,location2
650,your employer acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at a liquor store,your employer,from geo-tagged posts from social media,a year,a liquor store,location2
651,your employer acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at a liquor store,your employer,from geo-tagged posts from social media,about six months,a liquor store,location2
652,your employer acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at a liquor store,your employer,from geo-tagged posts from social media,a month,a liquor store,location2
653,your employer acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at a liquor store,your employer,from geo-tagged posts from social media,a few days,a liquor store,location2
654,your employer acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at a liquor store,your employer,from geo-tagged posts from social media,a few minutes,a liquor store,location2
655,your employer acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at a shoe store,your employer,from geo-tagged posts from social media,a year,a shoe store,location2
656,your employer acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at a shoe store,your employer,from geo-tagged posts from social media,about six months,a shoe store,location2
657,your employer acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at a shoe store,your employer,from geo-tagged posts from social media,a month,a shoe store,location2
658,your employer acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at a shoe store,your employer,from geo-tagged posts from social media,a few days,a shoe store,location2
659,your employer acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at a shoe store,your employer,from geo-tagged posts from social media,a few minutes,a shoe store,location2
660,your employer acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at home,your employer,from geo-tagged posts from social media,a year,home,location2
661,your employer acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at home,your employer,from geo-tagged posts from social media,about six months,home,location2
662,your employer acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at home,your employer,from geo-tagged posts from social media,a month,home,location2
663,your employer acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at home,your employer,from geo-tagged posts from social media,a few days,home,location2
664,your employer acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at home,your employer,from geo-tagged posts from social media,a few minutes,home,location2
665,your employer acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at work,your employer,from geo-tagged posts from social media,a year,work,location2
666,your employer acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at work,your employer,from geo-tagged posts from social media,about six months,work,location2
667,your employer acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at work,your employer,from geo-tagged posts from social media,a month,work,location2
668,your employer acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at work,your employer,from geo-tagged posts from social media,a few days,work,location2
669,your employer acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at work,your employer,from geo-tagged posts from social media,a few minutes,work,location2
670,your employer acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at a medical clinic,your employer,from geo-tagged posts from social media,a year,a medical clinic,location2
671,your employer acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at a medical clinic,your employer,from geo-tagged posts from social media,about six months,a medical clinic,location2
672,your employer acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at a medical clinic,your employer,from geo-tagged posts from social media,a month,a medical clinic,location2
673,your employer acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at a medical clinic,your employer,from geo-tagged posts from social media,a few days,a medical clinic,location2
674,your employer acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at a medical clinic,your employer,from geo-tagged posts from social media,a few minutes,a medical clinic,location2
675,your employer acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at a voting site,your employer,from geo-tagged posts from social media,a year,a voting site,location2
676,your employer acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at a voting site,your employer,from geo-tagged posts from social media,about six months,a voting site,location2
677,your employer acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at a voting site,your employer,from geo-tagged posts from social media,a month,a voting site,location2
678,your employer acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at a voting site,your employer,from geo-tagged posts from social media,a few days,a voting site,location2
679,your employer acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at a voting site,your employer,from geo-tagged posts from social media,a few minutes,a voting site,location2
680,your employer acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at a restaurant or a cafe,your employer,a mapping app,a year,a restaurant or a cafe,location2
681,your employer acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at a restaurant or a cafe,your employer,a mapping app,about six months,a restaurant or a cafe,location2
682,your employer acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at a restaurant or a cafe,your employer,a mapping app,a month,a restaurant or a cafe,location2
683,your employer acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at a restaurant or a cafe,your employer,a mapping app,a few days,a restaurant or a cafe,location2
684,your employer acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at a restaurant or a cafe,your employer,a mapping app,a few minutes,a restaurant or a cafe,location2
685,your employer acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at the mall,your employer,a mapping app,a year,the mall,location2
686,your employer acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at the mall,your employer,a mapping app,about six months,the mall,location2
687,your employer acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at the mall,your employer,a mapping app,a month,the mall,location2
688,your employer acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at the mall,your employer,a mapping app,a few days,the mall,location2
689,your employer acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at the mall,your employer,a mapping app,a few minutes,the mall,location2
690,your employer acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at a liquor store,your employer,a mapping app,a year,a liquor store,location2
691,your employer acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at a liquor store,your employer,a mapping app,about six months,a liquor store,location2
692,your employer acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at a liquor store,your employer,a mapping app,a month,a liquor store,location2
693,your employer acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at a liquor store,your employer,a mapping app,a few days,a liquor store,location2
694,your employer acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at a liquor store,your employer,a mapping app,a few minutes,a liquor store,location2
695,your employer acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at a shoe store,your employer,a mapping app,a year,a shoe store,location2
696,your employer acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at a shoe store,your employer,a mapping app,about six months,a shoe store,location2
697,your employer acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at a shoe store,your employer,a mapping app,a month,a shoe store,location2
698,your employer acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at a shoe store,your employer,a mapping app,a few days,a shoe store,location2
699,your employer acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at a shoe store,your employer,a mapping app,a few minutes,a shoe store,location2
700,your employer acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at home,your employer,a mapping app,a year,home,location2
701,your employer acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at home,your employer,a mapping app,about six months,home,location2
702,your employer acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at home,your employer,a mapping app,a month,home,location2
703,your employer acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at home,your employer,a mapping app,a few days,home,location2
704,your employer acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at home,your employer,a mapping app,a few minutes,home,location2
705,your employer acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at work,your employer,a mapping app,a year,work,location2
706,your employer acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at work,your employer,a mapping app,about six months,work,location2
707,your employer acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at work,your employer,a mapping app,a month,work,location2
708,your employer acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at work,your employer,a mapping app,a few days,work,location2
709,your employer acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at work,your employer,a mapping app,a few minutes,work,location2
710,your employer acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at a medical clinic,your employer,a mapping app,a year,a medical clinic,location2
711,your employer acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at a medical clinic,your employer,a mapping app,about six months,a medical clinic,location2
712,your employer acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at a medical clinic,your employer,a mapping app,a month,a medical clinic,location2
713,your employer acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at a medical clinic,your employer,a mapping app,a few days,a medical clinic,location2
714,your employer acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at a medical clinic,your employer,a mapping app,a few minutes,a medical clinic,location2
715,your employer acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at a voting site,your employer,a mapping app,a year,a voting site,location2
716,your employer acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at a voting site,your employer,a mapping app,about six months,a voting site,location2
717,your employer acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at a voting site,your employer,a mapping app,a month,a voting site,location2
718,your employer acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at a voting site,your employer,a mapping app,a few days,a voting site,location2
719,your employer acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at a voting site,your employer,a mapping app,a few minutes,a voting site,location2
720,A commercial data brooker acquires location data from license plate reader for a period of a year and uses this data to figure out if a person was at a restaurant or a cafe,A commercial data brooker,license plate reader,a year,a restaurant or a cafe,location2
721,A commercial data brooker acquires location data from license plate reader for a period of about six months and uses this data to figure out if a person was at a restaurant or a cafe,A commercial data brooker,license plate reader,about six months,a restaurant or a cafe,location2
722,A commercial data brooker acquires location data from license plate reader for a period of a month and uses this data to figure out if a person was at a restaurant or a cafe,A commercial data brooker,license plate reader,a month,a restaurant or a cafe,location2
723,A commercial data brooker acquires location data from license plate reader for a period of a few days and uses this data to figure out if a person was at a restaurant or a cafe,A commercial data brooker,license plate reader,a few days,a restaurant or a cafe,location2
724,A commercial data brooker acquires location data from license plate reader for a period of a few minutes and uses this data to figure out if a person was at a restaurant or a cafe,A commercial data brooker,license plate reader,a few minutes,a restaurant or a cafe,location2
725,A commercial data brooker acquires location data from license plate reader for a period of a year and uses this data to figure out if a person was at the mall,A commercial data brooker,license plate reader,a year,the mall,location2
726,A commercial data brooker acquires location data from license plate reader for a period of about six months and uses this data to figure out if a person was at the mall,A commercial data brooker,license plate reader,about six months,the mall,location2
727,A commercial data brooker acquires location data from license plate reader for a period of a month and uses this data to figure out if a person was at the mall,A commercial data brooker,license plate reader,a month,the mall,location2
728,A commercial data brooker acquires location data from license plate reader for a period of a few days and uses this data to figure out if a person was at the mall,A commercial data brooker,license plate reader,a few days,the mall,location2
729,A commercial data brooker acquires location data from license plate reader for a period of a few minutes and uses this data to figure out if a person was at the mall,A commercial data brooker,license plate reader,a few minutes,the mall,location2
730,A commercial data brooker acquires location data from license plate reader for a period of a year and uses this data to figure out if a person was at a liquor store,A commercial data brooker,license plate reader,a year,a liquor store,location2
731,A commercial data brooker acquires location data from license plate reader for a period of about six months and uses this data to figure out if a person was at a liquor store,A commercial data brooker,license plate reader,about six months,a liquor store,location2
732,A commercial data brooker acquires location data from license plate reader for a period of a month and uses this data to figure out if a person was at a liquor store,A commercial data brooker,license plate reader,a month,a liquor store,location2
733,A commercial data brooker acquires location data from license plate reader for a period of a few days and uses this data to figure out if a person was at a liquor store,A commercial data brooker,license plate reader,a few days,a liquor store,location2
734,A commercial data brooker acquires location data from license plate reader for a period of a few minutes and uses this data to figure out if a person was at a liquor store,A commercial data brooker,license plate reader,a few minutes,a liquor store,location2
735,A commercial data brooker acquires location data from license plate reader for a period of a year and uses this data to figure out if a person was at a shoe store,A commercial data brooker,license plate reader,a year,a shoe store,location2
736,A commercial data brooker acquires location data from license plate reader for a period of about six months and uses this data to figure out if a person was at a shoe store,A commercial data brooker,license plate reader,about six months,a shoe store,location2
737,A commercial data brooker acquires location data from license plate reader for a period of a month and uses this data to figure out if a person was at a shoe store,A commercial data brooker,license plate reader,a month,a shoe store,location2
738,A commercial data brooker acquires location data from license plate reader for a period of a few days and uses this data to figure out if a person was at a shoe store,A commercial data brooker,license plate reader,a few days,a shoe store,location2
739,A commercial data brooker acquires location data from license plate reader for a period of a few minutes and uses this data to figure out if a person was at a shoe store,A commercial data brooker,license plate reader,a few minutes,a shoe store,location2
740,A commercial data brooker acquires location data from license plate reader for a period of a year and uses this data to figure out if a person was at home,A commercial data brooker,license plate reader,a year,home,location2
741,A commercial data brooker acquires location data from license plate reader for a period of about six months and uses this data to figure out if a person was at home,A commercial data brooker,license plate reader,about six months,home,location2
742,A commercial data brooker acquires location data from license plate reader for a period of a month and uses this data to figure out if a person was at home,A commercial data brooker,license plate reader,a month,home,location2
743,A commercial data brooker acquires location data from license plate reader for a period of a few days and uses this data to figure out if a person was at home,A commercial data brooker,license plate reader,a few days,home,location2
744,A commercial data brooker acquires location data from license plate reader for a period of a few minutes and uses this data to figure out if a person was at home,A commercial data brooker,license plate reader,a few minutes,home,location2
745,A commercial data brooker acquires location data from license plate reader for a period of a year and uses this data to figure out if a person was at work,A commercial data brooker,license plate reader,a year,work,location2
746,A commercial data brooker acquires location data from license plate reader for a period of about six months and uses this data to figure out if a person was at work,A commercial data brooker,license plate reader,about six months,work,location2
747,A commercial data brooker acquires location data from license plate reader for a period of a month and uses this data to figure out if a person was at work,A commercial data brooker,license plate reader,a month,work,location2
748,A commercial data brooker acquires location data from license plate reader for a period of a few days and uses this data to figure out if a person was at work,A commercial data brooker,license plate reader,a few days,work,location2
749,A commercial data brooker acquires location data from license plate reader for a period of a few minutes and uses this data to figure out if a person was at work,A commercial data brooker,license plate reader,a few minutes,work,location2
750,A commercial data brooker acquires location data from license plate reader for a period of a year and uses this data to figure out if a person was at a medical clinic,A commercial data brooker,license plate reader,a year,a medical clinic,location2
751,A commercial data brooker acquires location data from license plate reader for a period of about six months and uses this data to figure out if a person was at a medical clinic,A commercial data brooker,license plate reader,about six months,a medical clinic,location2
752,A commercial data brooker acquires location data from license plate reader for a period of a month and uses this data to figure out if a person was at a medical clinic,A commercial data brooker,license plate reader,a month,a medical clinic,location2
753,A commercial data brooker acquires location data from license plate reader for a period of a few days and uses this data to figure out if a person was at a medical clinic,A commercial data brooker,license plate reader,a few days,a medical clinic,location2
754,A commercial data brooker acquires location data from license plate reader for a period of a few minutes and uses this data to figure out if a person was at a medical clinic,A commercial data brooker,license plate reader,a few minutes,a medical clinic,location2
755,A commercial data brooker acquires location data from license plate reader for a period of a year and uses this data to figure out if a person was at a voting site,A commercial data brooker,license plate reader,a year,a voting site,location2
756,A commercial data brooker acquires location data from license plate reader for a period of about six months and uses this data to figure out if a person was at a voting site,A commercial data brooker,license plate reader,about six months,a voting site,location2
757,A commercial data brooker acquires location data from license plate reader for a period of a month and uses this data to figure out if a person was at a voting site,A commercial data brooker,license plate reader,a month,a voting site,location2
758,A commercial data brooker acquires location data from license plate reader for a period of a few days and uses this data to figure out if a person was at a voting site,A commercial data brooker,license plate reader,a few days,a voting site,location2
759,A commercial data brooker acquires location data from license plate reader for a period of a few minutes and uses this data to figure out if a person was at a voting site,A commercial data brooker,license plate reader,a few minutes,a voting site,location2
760,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a year and uses this data to figure out if a person was at a restaurant or a cafe,A commercial data brooker,CCTV cameras with facial recognition,a year,a restaurant or a cafe,location2
761,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of about six months and uses this data to figure out if a person was at a restaurant or a cafe,A commercial data brooker,CCTV cameras with facial recognition,about six months,a restaurant or a cafe,location2
762,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a month and uses this data to figure out if a person was at a restaurant or a cafe,A commercial data brooker,CCTV cameras with facial recognition,a month,a restaurant or a cafe,location2
763,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a few days and uses this data to figure out if a person was at a restaurant or a cafe,A commercial data brooker,CCTV cameras with facial recognition,a few days,a restaurant or a cafe,location2
764,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a few minutes and uses this data to figure out if a person was at a restaurant or a cafe,A commercial data brooker,CCTV cameras with facial recognition,a few minutes,a restaurant or a cafe,location2
765,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a year and uses this data to figure out if a person was at the mall,A commercial data brooker,CCTV cameras with facial recognition,a year,the mall,location2
766,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of about six months and uses this data to figure out if a person was at the mall,A commercial data brooker,CCTV cameras with facial recognition,about six months,the mall,location2
767,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a month and uses this data to figure out if a person was at the mall,A commercial data brooker,CCTV cameras with facial recognition,a month,the mall,location2
768,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a few days and uses this data to figure out if a person was at the mall,A commercial data brooker,CCTV cameras with facial recognition,a few days,the mall,location2
769,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a few minutes and uses this data to figure out if a person was at the mall,A commercial data brooker,CCTV cameras with facial recognition,a few minutes,the mall,location2
770,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a year and uses this data to figure out if a person was at a liquor store,A commercial data brooker,CCTV cameras with facial recognition,a year,a liquor store,location2
771,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of about six months and uses this data to figure out if a person was at a liquor store,A commercial data brooker,CCTV cameras with facial recognition,about six months,a liquor store,location2
772,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a month and uses this data to figure out if a person was at a liquor store,A commercial data brooker,CCTV cameras with facial recognition,a month,a liquor store,location2
773,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a few days and uses this data to figure out if a person was at a liquor store,A commercial data brooker,CCTV cameras with facial recognition,a few days,a liquor store,location2
774,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a few minutes and uses this data to figure out if a person was at a liquor store,A commercial data brooker,CCTV cameras with facial recognition,a few minutes,a liquor store,location2
775,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a year and uses this data to figure out if a person was at a shoe store,A commercial data brooker,CCTV cameras with facial recognition,a year,a shoe store,location2
776,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of about six months and uses this data to figure out if a person was at a shoe store,A commercial data brooker,CCTV cameras with facial recognition,about six months,a shoe store,location2
777,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a month and uses this data to figure out if a person was at a shoe store,A commercial data brooker,CCTV cameras with facial recognition,a month,a shoe store,location2
778,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a few days and uses this data to figure out if a person was at a shoe store,A commercial data brooker,CCTV cameras with facial recognition,a few days,a shoe store,location2
779,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a few minutes and uses this data to figure out if a person was at a shoe store,A commercial data brooker,CCTV cameras with facial recognition,a few minutes,a shoe store,location2
780,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a year and uses this data to figure out if a person was at home,A commercial data brooker,CCTV cameras with facial recognition,a year,home,location2
781,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of about six months and uses this data to figure out if a person was at home,A commercial data brooker,CCTV cameras with facial recognition,about six months,home,location2
782,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a month and uses this data to figure out if a person was at home,A commercial data brooker,CCTV cameras with facial recognition,a month,home,location2
783,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a few days and uses this data to figure out if a person was at home,A commercial data brooker,CCTV cameras with facial recognition,a few days,home,location2
784,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a few minutes and uses this data to figure out if a person was at home,A commercial data brooker,CCTV cameras with facial recognition,a few minutes,home,location2
785,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a year and uses this data to figure out if a person was at work,A commercial data brooker,CCTV cameras with facial recognition,a year,work,location2
786,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of about six months and uses this data to figure out if a person was at work,A commercial data brooker,CCTV cameras with facial recognition,about six months,work,location2
787,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a month and uses this data to figure out if a person was at work,A commercial data brooker,CCTV cameras with facial recognition,a month,work,location2
788,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a few days and uses this data to figure out if a person was at work,A commercial data brooker,CCTV cameras with facial recognition,a few days,work,location2
789,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a few minutes and uses this data to figure out if a person was at work,A commercial data brooker,CCTV cameras with facial recognition,a few minutes,work,location2
790,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a year and uses this data to figure out if a person was at a medical clinic,A commercial data brooker,CCTV cameras with facial recognition,a year,a medical clinic,location2
791,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of about six months and uses this data to figure out if a person was at a medical clinic,A commercial data brooker,CCTV cameras with facial recognition,about six months,a medical clinic,location2
792,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a month and uses this data to figure out if a person was at a medical clinic,A commercial data brooker,CCTV cameras with facial recognition,a month,a medical clinic,location2
793,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a few days and uses this data to figure out if a person was at a medical clinic,A commercial data brooker,CCTV cameras with facial recognition,a few days,a medical clinic,location2
794,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a few minutes and uses this data to figure out if a person was at a medical clinic,A commercial data brooker,CCTV cameras with facial recognition,a few minutes,a medical clinic,location2
795,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a year and uses this data to figure out if a person was at a voting site,A commercial data brooker,CCTV cameras with facial recognition,a year,a voting site,location2
796,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of about six months and uses this data to figure out if a person was at a voting site,A commercial data brooker,CCTV cameras with facial recognition,about six months,a voting site,location2
797,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a month and uses this data to figure out if a person was at a voting site,A commercial data brooker,CCTV cameras with facial recognition,a month,a voting site,location2
798,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a few days and uses this data to figure out if a person was at a voting site,A commercial data brooker,CCTV cameras with facial recognition,a few days,a voting site,location2
799,A commercial data brooker acquires location data from CCTV cameras with facial recognition for a period of a few minutes and uses this data to figure out if a person was at a voting site,A commercial data brooker,CCTV cameras with facial recognition,a few minutes,a voting site,location2
800,A commercial data brooker acquires location data from signal from mobile phone for a period of a year and uses this data to figure out if a person was at a restaurant or a cafe,A commercial data brooker,signal from mobile phone,a year,a restaurant or a cafe,location2
801,A commercial data brooker acquires location data from signal from mobile phone for a period of about six months and uses this data to figure out if a person was at a restaurant or a cafe,A commercial data brooker,signal from mobile phone,about six months,a restaurant or a cafe,location2
802,A commercial data brooker acquires location data from signal from mobile phone for a period of a month and uses this data to figure out if a person was at a restaurant or a cafe,A commercial data brooker,signal from mobile phone,a month,a restaurant or a cafe,location2
803,A commercial data brooker acquires location data from signal from mobile phone for a period of a few days and uses this data to figure out if a person was at a restaurant or a cafe,A commercial data brooker,signal from mobile phone,a few days,a restaurant or a cafe,location2
804,A commercial data brooker acquires location data from signal from mobile phone for a period of a few minutes and uses this data to figure out if a person was at a restaurant or a cafe,A commercial data brooker,signal from mobile phone,a few minutes,a restaurant or a cafe,location2
805,A commercial data brooker acquires location data from signal from mobile phone for a period of a year and uses this data to figure out if a person was at the mall,A commercial data brooker,signal from mobile phone,a year,the mall,location2
806,A commercial data brooker acquires location data from signal from mobile phone for a period of about six months and uses this data to figure out if a person was at the mall,A commercial data brooker,signal from mobile phone,about six months,the mall,location2
807,A commercial data brooker acquires location data from signal from mobile phone for a period of a month and uses this data to figure out if a person was at the mall,A commercial data brooker,signal from mobile phone,a month,the mall,location2
808,A commercial data brooker acquires location data from signal from mobile phone for a period of a few days and uses this data to figure out if a person was at the mall,A commercial data brooker,signal from mobile phone,a few days,the mall,location2
809,A commercial data brooker acquires location data from signal from mobile phone for a period of a few minutes and uses this data to figure out if a person was at the mall,A commercial data brooker,signal from mobile phone,a few minutes,the mall,location2
810,A commercial data brooker acquires location data from signal from mobile phone for a period of a year and uses this data to figure out if a person was at a liquor store,A commercial data brooker,signal from mobile phone,a year,a liquor store,location2
811,A commercial data brooker acquires location data from signal from mobile phone for a period of about six months and uses this data to figure out if a person was at a liquor store,A commercial data brooker,signal from mobile phone,about six months,a liquor store,location2
812,A commercial data brooker acquires location data from signal from mobile phone for a period of a month and uses this data to figure out if a person was at a liquor store,A commercial data brooker,signal from mobile phone,a month,a liquor store,location2
813,A commercial data brooker acquires location data from signal from mobile phone for a period of a few days and uses this data to figure out if a person was at a liquor store,A commercial data brooker,signal from mobile phone,a few days,a liquor store,location2
814,A commercial data brooker acquires location data from signal from mobile phone for a period of a few minutes and uses this data to figure out if a person was at a liquor store,A commercial data brooker,signal from mobile phone,a few minutes,a liquor store,location2
815,A commercial data brooker acquires location data from signal from mobile phone for a period of a year and uses this data to figure out if a person was at a shoe store,A commercial data brooker,signal from mobile phone,a year,a shoe store,location2
816,A commercial data brooker acquires location data from signal from mobile phone for a period of about six months and uses this data to figure out if a person was at a shoe store,A commercial data brooker,signal from mobile phone,about six months,a shoe store,location2
817,A commercial data brooker acquires location data from signal from mobile phone for a period of a month and uses this data to figure out if a person was at a shoe store,A commercial data brooker,signal from mobile phone,a month,a shoe store,location2
818,A commercial data brooker acquires location data from signal from mobile phone for a period of a few days and uses this data to figure out if a person was at a shoe store,A commercial data brooker,signal from mobile phone,a few days,a shoe store,location2
819,A commercial data brooker acquires location data from signal from mobile phone for a period of a few minutes and uses this data to figure out if a person was at a shoe store,A commercial data brooker,signal from mobile phone,a few minutes,a shoe store,location2
820,A commercial data brooker acquires location data from signal from mobile phone for a period of a year and uses this data to figure out if a person was at home,A commercial data brooker,signal from mobile phone,a year,home,location2
821,A commercial data brooker acquires location data from signal from mobile phone for a period of about six months and uses this data to figure out if a person was at home,A commercial data brooker,signal from mobile phone,about six months,home,location2
