,vignette,actor,infotype,use,inference,type
272,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to place ads targeted to you while on their site",social media site connecting friends and acquaintances,the data you included in your profile,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
273,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to place ads targeted to you while on their site",social media site connecting friends and acquaintances,the data you included in your profile,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
274,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to place ads targeted to you while on their site",social media site connecting friends and acquaintances,the data you included in your profile,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
275,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
276,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web2
277,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
278,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
279,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
280,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
281,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,your emotional state or your mood,web2
282,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
283,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
284,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
285,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to improve services generally",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
286,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to improve services generally",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to improve services generally,your emotional state or your mood,web2
287,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to improve services generally",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
288,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to improve services generally",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
289,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to improve services generally",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
290,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to place ads targeted to you while on their site",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
291,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to place ads targeted to you while on their site",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to place ads targeted to you while on their site,your emotional state or your mood,web2
292,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to place ads targeted to you while on their site",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
293,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to place ads targeted to you while on their site",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
294,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to place ads targeted to you while on their site",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
295,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
296,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web2
297,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
298,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
299,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
300,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
301,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,your emotional state or your mood,web2
302,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
303,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
304,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
305,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to improve services generally",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
306,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to improve services generally",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to improve services generally,your emotional state or your mood,web2
307,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to improve services generally",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
308,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to improve services generally",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
309,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to improve services generally",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
310,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to place ads targeted to you while on their site",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
311,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to place ads targeted to you while on their site",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to place ads targeted to you while on their site,your emotional state or your mood,web2
312,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to place ads targeted to you while on their site",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
313,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to place ads targeted to you while on their site",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
314,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to place ads targeted to you while on their site",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
315,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
316,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web2
317,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
318,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
319,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
320,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,your location,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
321,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,your location,for others to place ads targeted to you while you are online later,your emotional state or your mood,web2
322,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,your location,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
323,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,your location,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
324,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,your location,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
325,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to improve services generally",social media site focussed on sharing photos or videos,your location,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
326,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to improve services generally",social media site focussed on sharing photos or videos,your location,to improve services generally,your emotional state or your mood,web2
327,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to improve services generally",social media site focussed on sharing photos or videos,your location,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
328,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to improve services generally",social media site focussed on sharing photos or videos,your location,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
329,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to improve services generally",social media site focussed on sharing photos or videos,your location,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
330,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to place ads targeted to you while on their site",social media site focussed on sharing photos or videos,your location,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
331,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to place ads targeted to you while on their site",social media site focussed on sharing photos or videos,your location,to place ads targeted to you while on their site,your emotional state or your mood,web2
332,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to place ads targeted to you while on their site",social media site focussed on sharing photos or videos,your location,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
333,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to place ads targeted to you while on their site",social media site focussed on sharing photos or videos,your location,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
334,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to place ads targeted to you while on their site",social media site focussed on sharing photos or videos,your location,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
335,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site focussed on sharing photos or videos,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
336,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site focussed on sharing photos or videos,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web2
337,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site focussed on sharing photos or videos,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
338,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site focussed on sharing photos or videos,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
339,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",social media site focussed on sharing photos or videos,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
340,"A social media site focussed on sharing photos or videos collects your your search history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,your search history,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
341,"A social media site focussed on sharing photos or videos collects your your search history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,your search history,for others to place ads targeted to you while you are online later,your emotional state or your mood,web2
342,"A social media site focussed on sharing photos or videos collects your your search history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,your search history,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
343,"A social media site focussed on sharing photos or videos collects your your search history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,your search history,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
