,vignette,sender,infotype,recipient,transmission,type
955,a toy walkie-talkie records its owner's child's call history which is sent to a third-party service provider under the following condition: if the information is used to protect a child's safety,a toy walkie-talkie,its owner's child's call history,a third-party service provider,if the information is used to protect a child's safety,coppa
956,a toy walkie-talkie records its owner's child's call history which is sent to a third-party service provider under the following condition: if the information is used to provide support for internal operations of the device,a toy walkie-talkie,its owner's child's call history,a third-party service provider,if the information is used to provide support for internal operations of the device,coppa
957,a toy walkie-talkie records its owner's child's call history which is sent to a third-party service provider under the following condition: if the information is used to maintain or analyze the function of the device,a toy walkie-talkie,its owner's child's call history,a third-party service provider,if the information is used to maintain or analyze the function of the device,coppa
958,a toy walkie-talkie records its owner's child's call history which is sent to a third-party service provider under the following condition: if the information is used to serve contextual ads,a toy walkie-talkie,its owner's child's call history,a third-party service provider,if the information is used to serve contextual ads,coppa
959,a toy walkie-talkie records its owner's child's call history which is sent to a third-party service provider under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy walkie-talkie,its owner's child's call history,a third-party service provider,if it complies with the Children's Online Privacy Protection Rule,coppa
960,a toy walkie-talkie records audio of its owner's child which is sent to its manufacturer under the following condition: if its privacy policy permits it,a toy walkie-talkie,audio of its owner's child,its manufacturer,if its privacy policy permits it,coppa
961,a toy walkie-talkie records audio of its owner's child which is sent to its manufacturer under the following condition: if its owner is directly notified before the information was collected,a toy walkie-talkie,audio of its owner's child,its manufacturer,if its owner is directly notified before the information was collected,coppa
962,a toy walkie-talkie records audio of its owner's child which is sent to its manufacturer under the following condition: if its owner has given verifiable consent,a toy walkie-talkie,audio of its owner's child,its manufacturer,if its owner has given verifiable consent,coppa
963,a toy walkie-talkie records audio of its owner's child which is sent to its manufacturer under the following condition: if its owner has given verifiable consent before the information was collected,a toy walkie-talkie,audio of its owner's child,its manufacturer,if its owner has given verifiable consent before the information was collected,coppa
964,"a toy walkie-talkie records audio of its owner's child which is sent to its manufacturer under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a toy walkie-talkie,audio of its owner's child,its manufacturer,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
965,a toy walkie-talkie records audio of its owner's child which is sent to its manufacturer under the following condition: if it implements reasonable procedures to protect the information collected,a toy walkie-talkie,audio of its owner's child,its manufacturer,if it implements reasonable procedures to protect the information collected,coppa
966,a toy walkie-talkie records audio of its owner's child which is sent to its manufacturer under the following condition: if the information is kept confidential,a toy walkie-talkie,audio of its owner's child,its manufacturer,if the information is kept confidential,coppa
967,a toy walkie-talkie records audio of its owner's child which is sent to its manufacturer under the following condition: if the information is kept secure,a toy walkie-talkie,audio of its owner's child,its manufacturer,if the information is kept secure,coppa
968,a toy walkie-talkie records audio of its owner's child which is sent to its manufacturer under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a toy walkie-talkie,audio of its owner's child,its manufacturer,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
969,a toy walkie-talkie records audio of its owner's child which is sent to its manufacturer under the following condition: if the information is deleted,a toy walkie-talkie,audio of its owner's child,its manufacturer,if the information is deleted,coppa
970,a toy walkie-talkie records audio of its owner's child which is sent to its manufacturer under the following condition: if the information is used to protect a child's safety,a toy walkie-talkie,audio of its owner's child,its manufacturer,if the information is used to protect a child's safety,coppa
971,a toy walkie-talkie records audio of its owner's child which is sent to its manufacturer under the following condition: if the information is used to provide support for internal operations of the device,a toy walkie-talkie,audio of its owner's child,its manufacturer,if the information is used to provide support for internal operations of the device,coppa
972,a toy walkie-talkie records audio of its owner's child which is sent to its manufacturer under the following condition: if the information is used to maintain or analyze the function of the device,a toy walkie-talkie,audio of its owner's child,its manufacturer,if the information is used to maintain or analyze the function of the device,coppa
973,a toy walkie-talkie records audio of its owner's child which is sent to its manufacturer under the following condition: if the information is used to serve contextual ads,a toy walkie-talkie,audio of its owner's child,its manufacturer,if the information is used to serve contextual ads,coppa
974,a toy walkie-talkie records audio of its owner's child which is sent to its manufacturer under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy walkie-talkie,audio of its owner's child,its manufacturer,if it complies with the Children's Online Privacy Protection Rule,coppa
975,a toy walkie-talkie records audio of its owner's child which is sent to a third-party service provider under the following condition: if its privacy policy permits it,a toy walkie-talkie,audio of its owner's child,a third-party service provider,if its privacy policy permits it,coppa
976,a toy walkie-talkie records audio of its owner's child which is sent to a third-party service provider under the following condition: if its owner is directly notified before the information was collected,a toy walkie-talkie,audio of its owner's child,a third-party service provider,if its owner is directly notified before the information was collected,coppa
977,a toy walkie-talkie records audio of its owner's child which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent,a toy walkie-talkie,audio of its owner's child,a third-party service provider,if its owner has given verifiable consent,coppa
978,a toy walkie-talkie records audio of its owner's child which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent before the information was collected,a toy walkie-talkie,audio of its owner's child,a third-party service provider,if its owner has given verifiable consent before the information was collected,coppa
979,"a toy walkie-talkie records audio of its owner's child which is sent to a third-party service provider under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a toy walkie-talkie,audio of its owner's child,a third-party service provider,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
980,a toy walkie-talkie records audio of its owner's child which is sent to a third-party service provider under the following condition: if it implements reasonable procedures to protect the information collected,a toy walkie-talkie,audio of its owner's child,a third-party service provider,if it implements reasonable procedures to protect the information collected,coppa
981,a toy walkie-talkie records audio of its owner's child which is sent to a third-party service provider under the following condition: if the information is kept confidential,a toy walkie-talkie,audio of its owner's child,a third-party service provider,if the information is kept confidential,coppa
982,a toy walkie-talkie records audio of its owner's child which is sent to a third-party service provider under the following condition: if the information is kept secure,a toy walkie-talkie,audio of its owner's child,a third-party service provider,if the information is kept secure,coppa
983,a toy walkie-talkie records audio of its owner's child which is sent to a third-party service provider under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a toy walkie-talkie,audio of its owner's child,a third-party service provider,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
984,a toy walkie-talkie records audio of its owner's child which is sent to a third-party service provider under the following condition: if the information is deleted,a toy walkie-talkie,audio of its owner's child,a third-party service provider,if the information is deleted,coppa
985,a toy walkie-talkie records audio of its owner's child which is sent to a third-party service provider under the following condition: if the information is used to protect a child's safety,a toy walkie-talkie,audio of its owner's child,a third-party service provider,if the information is used to protect a child's safety,coppa
986,a toy walkie-talkie records audio of its owner's child which is sent to a third-party service provider under the following condition: if the information is used to provide support for internal operations of the device,a toy walkie-talkie,audio of its owner's child,a third-party service provider,if the information is used to provide support for internal operations of the device,coppa
987,a toy walkie-talkie records audio of its owner's child which is sent to a third-party service provider under the following condition: if the information is used to maintain or analyze the function of the device,a toy walkie-talkie,audio of its owner's child,a third-party service provider,if the information is used to maintain or analyze the function of the device,coppa
988,a toy walkie-talkie records audio of its owner's child which is sent to a third-party service provider under the following condition: if the information is used to serve contextual ads,a toy walkie-talkie,audio of its owner's child,a third-party service provider,if the information is used to serve contextual ads,coppa
989,a toy walkie-talkie records audio of its owner's child which is sent to a third-party service provider under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy walkie-talkie,audio of its owner's child,a third-party service provider,if it complies with the Children's Online Privacy Protection Rule,coppa
990,a toy walkie-talkie records its owner's child's emergency contacts which is sent to its manufacturer under the following condition: if its privacy policy permits it,a toy walkie-talkie,its owner's child's emergency contacts,its manufacturer,if its privacy policy permits it,coppa
991,a toy walkie-talkie records its owner's child's emergency contacts which is sent to its manufacturer under the following condition: if its owner is directly notified before the information was collected,a toy walkie-talkie,its owner's child's emergency contacts,its manufacturer,if its owner is directly notified before the information was collected,coppa
992,a toy walkie-talkie records its owner's child's emergency contacts which is sent to its manufacturer under the following condition: if its owner has given verifiable consent,a toy walkie-talkie,its owner's child's emergency contacts,its manufacturer,if its owner has given verifiable consent,coppa
993,a toy walkie-talkie records its owner's child's emergency contacts which is sent to its manufacturer under the following condition: if its owner has given verifiable consent before the information was collected,a toy walkie-talkie,its owner's child's emergency contacts,its manufacturer,if its owner has given verifiable consent before the information was collected,coppa
994,"a toy walkie-talkie records its owner's child's emergency contacts which is sent to its manufacturer under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a toy walkie-talkie,its owner's child's emergency contacts,its manufacturer,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
995,a toy walkie-talkie records its owner's child's emergency contacts which is sent to its manufacturer under the following condition: if it implements reasonable procedures to protect the information collected,a toy walkie-talkie,its owner's child's emergency contacts,its manufacturer,if it implements reasonable procedures to protect the information collected,coppa
996,a toy walkie-talkie records its owner's child's emergency contacts which is sent to its manufacturer under the following condition: if the information is kept confidential,a toy walkie-talkie,its owner's child's emergency contacts,its manufacturer,if the information is kept confidential,coppa
997,a toy walkie-talkie records its owner's child's emergency contacts which is sent to its manufacturer under the following condition: if the information is kept secure,a toy walkie-talkie,its owner's child's emergency contacts,its manufacturer,if the information is kept secure,coppa
998,a toy walkie-talkie records its owner's child's emergency contacts which is sent to its manufacturer under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a toy walkie-talkie,its owner's child's emergency contacts,its manufacturer,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
999,a toy walkie-talkie records its owner's child's emergency contacts which is sent to its manufacturer under the following condition: if the information is deleted,a toy walkie-talkie,its owner's child's emergency contacts,its manufacturer,if the information is deleted,coppa
1000,a toy walkie-talkie records its owner's child's emergency contacts which is sent to its manufacturer under the following condition: if the information is used to protect a child's safety,a toy walkie-talkie,its owner's child's emergency contacts,its manufacturer,if the information is used to protect a child's safety,coppa
1001,a toy walkie-talkie records its owner's child's emergency contacts which is sent to its manufacturer under the following condition: if the information is used to provide support for internal operations of the device,a toy walkie-talkie,its owner's child's emergency contacts,its manufacturer,if the information is used to provide support for internal operations of the device,coppa
1002,a toy walkie-talkie records its owner's child's emergency contacts which is sent to its manufacturer under the following condition: if the information is used to maintain or analyze the function of the device,a toy walkie-talkie,its owner's child's emergency contacts,its manufacturer,if the information is used to maintain or analyze the function of the device,coppa
1003,a toy walkie-talkie records its owner's child's emergency contacts which is sent to its manufacturer under the following condition: if the information is used to serve contextual ads,a toy walkie-talkie,its owner's child's emergency contacts,its manufacturer,if the information is used to serve contextual ads,coppa
1004,a toy walkie-talkie records its owner's child's emergency contacts which is sent to its manufacturer under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy walkie-talkie,its owner's child's emergency contacts,its manufacturer,if it complies with the Children's Online Privacy Protection Rule,coppa
1005,a toy walkie-talkie records its owner's child's emergency contacts which is sent to a third-party service provider under the following condition: if its privacy policy permits it,a toy walkie-talkie,its owner's child's emergency contacts,a third-party service provider,if its privacy policy permits it,coppa
1006,a toy walkie-talkie records its owner's child's emergency contacts which is sent to a third-party service provider under the following condition: if its owner is directly notified before the information was collected,a toy walkie-talkie,its owner's child's emergency contacts,a third-party service provider,if its owner is directly notified before the information was collected,coppa
1007,a toy walkie-talkie records its owner's child's emergency contacts which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent,a toy walkie-talkie,its owner's child's emergency contacts,a third-party service provider,if its owner has given verifiable consent,coppa
1008,a toy walkie-talkie records its owner's child's emergency contacts which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent before the information was collected,a toy walkie-talkie,its owner's child's emergency contacts,a third-party service provider,if its owner has given verifiable consent before the information was collected,coppa
1009,"a toy walkie-talkie records its owner's child's emergency contacts which is sent to a third-party service provider under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a toy walkie-talkie,its owner's child's emergency contacts,a third-party service provider,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
1010,a toy walkie-talkie records its owner's child's emergency contacts which is sent to a third-party service provider under the following condition: if it implements reasonable procedures to protect the information collected,a toy walkie-talkie,its owner's child's emergency contacts,a third-party service provider,if it implements reasonable procedures to protect the information collected,coppa
1011,a toy walkie-talkie records its owner's child's emergency contacts which is sent to a third-party service provider under the following condition: if the information is kept confidential,a toy walkie-talkie,its owner's child's emergency contacts,a third-party service provider,if the information is kept confidential,coppa
1012,a toy walkie-talkie records its owner's child's emergency contacts which is sent to a third-party service provider under the following condition: if the information is kept secure,a toy walkie-talkie,its owner's child's emergency contacts,a third-party service provider,if the information is kept secure,coppa
1013,a toy walkie-talkie records its owner's child's emergency contacts which is sent to a third-party service provider under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a toy walkie-talkie,its owner's child's emergency contacts,a third-party service provider,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
1014,a toy walkie-talkie records its owner's child's emergency contacts which is sent to a third-party service provider under the following condition: if the information is deleted,a toy walkie-talkie,its owner's child's emergency contacts,a third-party service provider,if the information is deleted,coppa
1015,a toy walkie-talkie records its owner's child's emergency contacts which is sent to a third-party service provider under the following condition: if the information is used to protect a child's safety,a toy walkie-talkie,its owner's child's emergency contacts,a third-party service provider,if the information is used to protect a child's safety,coppa
1016,a toy walkie-talkie records its owner's child's emergency contacts which is sent to a third-party service provider under the following condition: if the information is used to provide support for internal operations of the device,a toy walkie-talkie,its owner's child's emergency contacts,a third-party service provider,if the information is used to provide support for internal operations of the device,coppa
1017,a toy walkie-talkie records its owner's child's emergency contacts which is sent to a third-party service provider under the following condition: if the information is used to maintain or analyze the function of the device,a toy walkie-talkie,its owner's child's emergency contacts,a third-party service provider,if the information is used to maintain or analyze the function of the device,coppa
1018,a toy walkie-talkie records its owner's child's emergency contacts which is sent to a third-party service provider under the following condition: if the information is used to serve contextual ads,a toy walkie-talkie,its owner's child's emergency contacts,a third-party service provider,if the information is used to serve contextual ads,coppa
1019,a toy walkie-talkie records its owner's child's emergency contacts which is sent to a third-party service provider under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy walkie-talkie,its owner's child's emergency contacts,a third-party service provider,if it complies with the Children's Online Privacy Protection Rule,coppa
1020,a toy walkie-talkie records video of its owner's child which is sent to its manufacturer under the following condition: if its privacy policy permits it,a toy walkie-talkie,video of its owner's child,its manufacturer,if its privacy policy permits it,coppa
1021,a toy walkie-talkie records video of its owner's child which is sent to its manufacturer under the following condition: if its owner is directly notified before the information was collected,a toy walkie-talkie,video of its owner's child,its manufacturer,if its owner is directly notified before the information was collected,coppa
1022,a toy walkie-talkie records video of its owner's child which is sent to its manufacturer under the following condition: if its owner has given verifiable consent,a toy walkie-talkie,video of its owner's child,its manufacturer,if its owner has given verifiable consent,coppa
1023,a toy walkie-talkie records video of its owner's child which is sent to its manufacturer under the following condition: if its owner has given verifiable consent before the information was collected,a toy walkie-talkie,video of its owner's child,its manufacturer,if its owner has given verifiable consent before the information was collected,coppa
1024,"a toy walkie-talkie records video of its owner's child which is sent to its manufacturer under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a toy walkie-talkie,video of its owner's child,its manufacturer,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
1025,a toy walkie-talkie records video of its owner's child which is sent to its manufacturer under the following condition: if it implements reasonable procedures to protect the information collected,a toy walkie-talkie,video of its owner's child,its manufacturer,if it implements reasonable procedures to protect the information collected,coppa
1026,a toy walkie-talkie records video of its owner's child which is sent to its manufacturer under the following condition: if the information is kept confidential,a toy walkie-talkie,video of its owner's child,its manufacturer,if the information is kept confidential,coppa
1027,a toy walkie-talkie records video of its owner's child which is sent to its manufacturer under the following condition: if the information is kept secure,a toy walkie-talkie,video of its owner's child,its manufacturer,if the information is kept secure,coppa
1028,a toy walkie-talkie records video of its owner's child which is sent to its manufacturer under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a toy walkie-talkie,video of its owner's child,its manufacturer,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
1029,a toy walkie-talkie records video of its owner's child which is sent to its manufacturer under the following condition: if the information is deleted,a toy walkie-talkie,video of its owner's child,its manufacturer,if the information is deleted,coppa
1030,a toy walkie-talkie records video of its owner's child which is sent to its manufacturer under the following condition: if the information is used to protect a child's safety,a toy walkie-talkie,video of its owner's child,its manufacturer,if the information is used to protect a child's safety,coppa
1031,a toy walkie-talkie records video of its owner's child which is sent to its manufacturer under the following condition: if the information is used to provide support for internal operations of the device,a toy walkie-talkie,video of its owner's child,its manufacturer,if the information is used to provide support for internal operations of the device,coppa
1032,a toy walkie-talkie records video of its owner's child which is sent to its manufacturer under the following condition: if the information is used to maintain or analyze the function of the device,a toy walkie-talkie,video of its owner's child,its manufacturer,if the information is used to maintain or analyze the function of the device,coppa
1033,a toy walkie-talkie records video of its owner's child which is sent to its manufacturer under the following condition: if the information is used to serve contextual ads,a toy walkie-talkie,video of its owner's child,its manufacturer,if the information is used to serve contextual ads,coppa
1034,a toy walkie-talkie records video of its owner's child which is sent to its manufacturer under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy walkie-talkie,video of its owner's child,its manufacturer,if it complies with the Children's Online Privacy Protection Rule,coppa
1035,a toy walkie-talkie records video of its owner's child which is sent to a third-party service provider under the following condition: if its privacy policy permits it,a toy walkie-talkie,video of its owner's child,a third-party service provider,if its privacy policy permits it,coppa
1036,a toy walkie-talkie records video of its owner's child which is sent to a third-party service provider under the following condition: if its owner is directly notified before the information was collected,a toy walkie-talkie,video of its owner's child,a third-party service provider,if its owner is directly notified before the information was collected,coppa
1037,a toy walkie-talkie records video of its owner's child which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent,a toy walkie-talkie,video of its owner's child,a third-party service provider,if its owner has given verifiable consent,coppa
1038,a toy walkie-talkie records video of its owner's child which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent before the information was collected,a toy walkie-talkie,video of its owner's child,a third-party service provider,if its owner has given verifiable consent before the information was collected,coppa
1039,"a toy walkie-talkie records video of its owner's child which is sent to a third-party service provider under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a toy walkie-talkie,video of its owner's child,a third-party service provider,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
1040,a toy walkie-talkie records video of its owner's child which is sent to a third-party service provider under the following condition: if it implements reasonable procedures to protect the information collected,a toy walkie-talkie,video of its owner's child,a third-party service provider,if it implements reasonable procedures to protect the information collected,coppa
1041,a toy walkie-talkie records video of its owner's child which is sent to a third-party service provider under the following condition: if the information is kept confidential,a toy walkie-talkie,video of its owner's child,a third-party service provider,if the information is kept confidential,coppa
1042,a toy walkie-talkie records video of its owner's child which is sent to a third-party service provider under the following condition: if the information is kept secure,a toy walkie-talkie,video of its owner's child,a third-party service provider,if the information is kept secure,coppa
1043,a toy walkie-talkie records video of its owner's child which is sent to a third-party service provider under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a toy walkie-talkie,video of its owner's child,a third-party service provider,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
1044,a toy walkie-talkie records video of its owner's child which is sent to a third-party service provider under the following condition: if the information is deleted,a toy walkie-talkie,video of its owner's child,a third-party service provider,if the information is deleted,coppa
1045,a toy walkie-talkie records video of its owner's child which is sent to a third-party service provider under the following condition: if the information is used to protect a child's safety,a toy walkie-talkie,video of its owner's child,a third-party service provider,if the information is used to protect a child's safety,coppa
1046,a toy walkie-talkie records video of its owner's child which is sent to a third-party service provider under the following condition: if the information is used to provide support for internal operations of the device,a toy walkie-talkie,video of its owner's child,a third-party service provider,if the information is used to provide support for internal operations of the device,coppa
1047,a toy walkie-talkie records video of its owner's child which is sent to a third-party service provider under the following condition: if the information is used to maintain or analyze the function of the device,a toy walkie-talkie,video of its owner's child,a third-party service provider,if the information is used to maintain or analyze the function of the device,coppa
1048,a toy walkie-talkie records video of its owner's child which is sent to a third-party service provider under the following condition: if the information is used to serve contextual ads,a toy walkie-talkie,video of its owner's child,a third-party service provider,if the information is used to serve contextual ads,coppa
1049,a toy walkie-talkie records video of its owner's child which is sent to a third-party service provider under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy walkie-talkie,video of its owner's child,a third-party service provider,if it complies with the Children's Online Privacy Protection Rule,coppa
1050,a toy walkie-talkie records its owner's child's birthday which is sent to its manufacturer under the following condition: if its privacy policy permits it,a toy walkie-talkie,its owner's child's birthday,its manufacturer,if its privacy policy permits it,coppa
1051,a toy walkie-talkie records its owner's child's birthday which is sent to its manufacturer under the following condition: if its owner is directly notified before the information was collected,a toy walkie-talkie,its owner's child's birthday,its manufacturer,if its owner is directly notified before the information was collected,coppa
1052,a toy walkie-talkie records its owner's child's birthday which is sent to its manufacturer under the following condition: if its owner has given verifiable consent,a toy walkie-talkie,its owner's child's birthday,its manufacturer,if its owner has given verifiable consent,coppa
1053,a toy walkie-talkie records its owner's child's birthday which is sent to its manufacturer under the following condition: if its owner has given verifiable consent before the information was collected,a toy walkie-talkie,its owner's child's birthday,its manufacturer,if its owner has given verifiable consent before the information was collected,coppa
1054,"a toy walkie-talkie records its owner's child's birthday which is sent to its manufacturer under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a toy walkie-talkie,its owner's child's birthday,its manufacturer,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
1055,a toy walkie-talkie records its owner's child's birthday which is sent to its manufacturer under the following condition: if it implements reasonable procedures to protect the information collected,a toy walkie-talkie,its owner's child's birthday,its manufacturer,if it implements reasonable procedures to protect the information collected,coppa
1056,a toy walkie-talkie records its owner's child's birthday which is sent to its manufacturer under the following condition: if the information is kept confidential,a toy walkie-talkie,its owner's child's birthday,its manufacturer,if the information is kept confidential,coppa
1057,a toy walkie-talkie records its owner's child's birthday which is sent to its manufacturer under the following condition: if the information is kept secure,a toy walkie-talkie,its owner's child's birthday,its manufacturer,if the information is kept secure,coppa
1058,a toy walkie-talkie records its owner's child's birthday which is sent to its manufacturer under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a toy walkie-talkie,its owner's child's birthday,its manufacturer,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
1059,a toy walkie-talkie records its owner's child's birthday which is sent to its manufacturer under the following condition: if the information is deleted,a toy walkie-talkie,its owner's child's birthday,its manufacturer,if the information is deleted,coppa
1060,a toy walkie-talkie records its owner's child's birthday which is sent to its manufacturer under the following condition: if the information is used to protect a child's safety,a toy walkie-talkie,its owner's child's birthday,its manufacturer,if the information is used to protect a child's safety,coppa
1061,a toy walkie-talkie records its owner's child's birthday which is sent to its manufacturer under the following condition: if the information is used to provide support for internal operations of the device,a toy walkie-talkie,its owner's child's birthday,its manufacturer,if the information is used to provide support for internal operations of the device,coppa
1062,a toy walkie-talkie records its owner's child's birthday which is sent to its manufacturer under the following condition: if the information is used to maintain or analyze the function of the device,a toy walkie-talkie,its owner's child's birthday,its manufacturer,if the information is used to maintain or analyze the function of the device,coppa
1063,a toy walkie-talkie records its owner's child's birthday which is sent to its manufacturer under the following condition: if the information is used to serve contextual ads,a toy walkie-talkie,its owner's child's birthday,its manufacturer,if the information is used to serve contextual ads,coppa
1064,a toy walkie-talkie records its owner's child's birthday which is sent to its manufacturer under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy walkie-talkie,its owner's child's birthday,its manufacturer,if it complies with the Children's Online Privacy Protection Rule,coppa
1065,a toy walkie-talkie records its owner's child's birthday which is sent to a third-party service provider under the following condition: if its privacy policy permits it,a toy walkie-talkie,its owner's child's birthday,a third-party service provider,if its privacy policy permits it,coppa
1066,a toy walkie-talkie records its owner's child's birthday which is sent to a third-party service provider under the following condition: if its owner is directly notified before the information was collected,a toy walkie-talkie,its owner's child's birthday,a third-party service provider,if its owner is directly notified before the information was collected,coppa
1067,a toy walkie-talkie records its owner's child's birthday which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent,a toy walkie-talkie,its owner's child's birthday,a third-party service provider,if its owner has given verifiable consent,coppa
1068,a toy walkie-talkie records its owner's child's birthday which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent before the information was collected,a toy walkie-talkie,its owner's child's birthday,a third-party service provider,if its owner has given verifiable consent before the information was collected,coppa
1069,"a toy walkie-talkie records its owner's child's birthday which is sent to a third-party service provider under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a toy walkie-talkie,its owner's child's birthday,a third-party service provider,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
1070,a toy walkie-talkie records its owner's child's birthday which is sent to a third-party service provider under the following condition: if it implements reasonable procedures to protect the information collected,a toy walkie-talkie,its owner's child's birthday,a third-party service provider,if it implements reasonable procedures to protect the information collected,coppa
1071,a toy walkie-talkie records its owner's child's birthday which is sent to a third-party service provider under the following condition: if the information is kept confidential,a toy walkie-talkie,its owner's child's birthday,a third-party service provider,if the information is kept confidential,coppa
1072,a toy walkie-talkie records its owner's child's birthday which is sent to a third-party service provider under the following condition: if the information is kept secure,a toy walkie-talkie,its owner's child's birthday,a third-party service provider,if the information is kept secure,coppa
1073,a toy walkie-talkie records its owner's child's birthday which is sent to a third-party service provider under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a toy walkie-talkie,its owner's child's birthday,a third-party service provider,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
1074,a toy walkie-talkie records its owner's child's birthday which is sent to a third-party service provider under the following condition: if the information is deleted,a toy walkie-talkie,its owner's child's birthday,a third-party service provider,if the information is deleted,coppa
1075,a toy walkie-talkie records its owner's child's birthday which is sent to a third-party service provider under the following condition: if the information is used to protect a child's safety,a toy walkie-talkie,its owner's child's birthday,a third-party service provider,if the information is used to protect a child's safety,coppa
1076,a toy walkie-talkie records its owner's child's birthday which is sent to a third-party service provider under the following condition: if the information is used to provide support for internal operations of the device,a toy walkie-talkie,its owner's child's birthday,a third-party service provider,if the information is used to provide support for internal operations of the device,coppa
1077,a toy walkie-talkie records its owner's child's birthday which is sent to a third-party service provider under the following condition: if the information is used to maintain or analyze the function of the device,a toy walkie-talkie,its owner's child's birthday,a third-party service provider,if the information is used to maintain or analyze the function of the device,coppa
1078,a toy walkie-talkie records its owner's child's birthday which is sent to a third-party service provider under the following condition: if the information is used to serve contextual ads,a toy walkie-talkie,its owner's child's birthday,a third-party service provider,if the information is used to serve contextual ads,coppa
1079,a toy walkie-talkie records its owner's child's birthday which is sent to a third-party service provider under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy walkie-talkie,its owner's child's birthday,a third-party service provider,if it complies with the Children's Online Privacy Protection Rule,coppa
1080,a smart doll records its owner's child's heart rate which is sent to its manufacturer under the following condition: if its privacy policy permits it,a smart doll,its owner's child's heart rate,its manufacturer,if its privacy policy permits it,coppa
1081,a smart doll records its owner's child's heart rate which is sent to its manufacturer under the following condition: if its owner is directly notified before the information was collected,a smart doll,its owner's child's heart rate,its manufacturer,if its owner is directly notified before the information was collected,coppa
1082,a smart doll records its owner's child's heart rate which is sent to its manufacturer under the following condition: if its owner has given verifiable consent,a smart doll,its owner's child's heart rate,its manufacturer,if its owner has given verifiable consent,coppa
1083,a smart doll records its owner's child's heart rate which is sent to its manufacturer under the following condition: if its owner has given verifiable consent before the information was collected,a smart doll,its owner's child's heart rate,its manufacturer,if its owner has given verifiable consent before the information was collected,coppa
1084,"a smart doll records its owner's child's heart rate which is sent to its manufacturer under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a smart doll,its owner's child's heart rate,its manufacturer,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
1085,a smart doll records its owner's child's heart rate which is sent to its manufacturer under the following condition: if it implements reasonable procedures to protect the information collected,a smart doll,its owner's child's heart rate,its manufacturer,if it implements reasonable procedures to protect the information collected,coppa
1086,a smart doll records its owner's child's heart rate which is sent to its manufacturer under the following condition: if the information is kept confidential,a smart doll,its owner's child's heart rate,its manufacturer,if the information is kept confidential,coppa
