,vignette,actor,infotype,use,inference,type
255,"A social media site connecting friends and acquaintances collects your your search history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
256,"A social media site connecting friends and acquaintances collects your your search history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web3
257,"A social media site connecting friends and acquaintances collects your your search history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
258,"A social media site connecting friends and acquaintances collects your your search history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
259,"A social media site connecting friends and acquaintances collects your your search history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
260,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",social media site connecting friends and acquaintances,the data you included in your profile,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
261,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",social media site connecting friends and acquaintances,the data you included in your profile,for others to place ads targeted to you while you are online later,your emotional state or your mood,web3
262,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",social media site connecting friends and acquaintances,the data you included in your profile,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
263,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",social media site connecting friends and acquaintances,the data you included in your profile,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
264,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",social media site connecting friends and acquaintances,the data you included in your profile,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
265,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",social media site connecting friends and acquaintances,the data you included in your profile,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
266,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",social media site connecting friends and acquaintances,the data you included in your profile,to improve services generally,your emotional state or your mood,web3
267,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",social media site connecting friends and acquaintances,the data you included in your profile,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
268,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",social media site connecting friends and acquaintances,the data you included in your profile,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
269,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",social media site connecting friends and acquaintances,the data you included in your profile,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
270,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",social media site connecting friends and acquaintances,the data you included in your profile,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
271,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",social media site connecting friends and acquaintances,the data you included in your profile,to place ads targeted to you while on their site,your emotional state or your mood,web3
272,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",social media site connecting friends and acquaintances,the data you included in your profile,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
273,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",social media site connecting friends and acquaintances,the data you included in your profile,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
274,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",social media site connecting friends and acquaintances,the data you included in your profile,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
275,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
276,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web3
277,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
278,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
279,"A social media site connecting friends and acquaintances collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
280,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
281,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,your emotional state or your mood,web3
282,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
283,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
284,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
285,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
286,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to improve services generally,your emotional state or your mood,web3
287,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
288,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
289,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
290,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
291,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to place ads targeted to you while on their site,your emotional state or your mood,web3
292,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
293,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
294,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
295,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
296,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web3
297,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
298,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
299,"A social media site connecting friends and acquaintances collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site connecting friends and acquaintances,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
300,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
301,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,your emotional state or your mood,web3
302,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
303,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
304,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
305,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
306,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to improve services generally,your emotional state or your mood,web3
307,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
308,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
309,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
310,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
311,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to place ads targeted to you while on their site,your emotional state or your mood,web3
312,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
313,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
314,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
315,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
316,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web3
317,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
318,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
319,"A social media site focussed on sharing photos or videos collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",social media site focussed on sharing photos or videos,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
320,"A social media site focussed on sharing photos or videos collects your your location. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",social media site focussed on sharing photos or videos,your location,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
